session	uniqueCommNum	eastGezira	female	position	check	public	publicFirst	cumNumChecks	cumPropChecks	cumVarChecks	numObsSession	numFemInSession	femaleGroup	maleGroup	mixedGenderGroup	mainIncome	population	checkFirstPosition
152	102	1	0	10	0	0	1	0	0	0	10	0	0	1	0	agriculture	2469	0
153	95	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	1605	0
153	95	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	agriculture	1605	0
154	95	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	1605	0
154	95	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	1605	0
155	95	1	1	6	1	1	0	1	0.166666666666667	0.138888888888889	6	6	1	0	0	agriculture	1605	0
155	95	1	1	6	1	0	0	2	0.333333333333333	0.222222222222222	6	6	1	0	0	agriculture	1605	1
156	95	1	1	3	0	1	0	0	0	0	3	3	1	0	0	agriculture	1605	0
156	95	1	1	3	1	0	0	1	0.333333333333333	0.222222222222222	3	3	1	0	0	agriculture	1605	0
157	95	1	0	9	0	1	0	0	0	0	9	0	0	1	0	agriculture	1605	0
157	95	1	0	9	0	0	0	3	0.333333333333333	0.222222222222222	9	0	0	1	0	agriculture	1605	1
158	95	1	0	9	0	1	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	1605	0
158	95	1	0	9	0	0	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	1605	0
159	95	1	0	4	0	1	1	3	0.75	0.1875	4	0	0	1	0	agriculture	1605	1
159	95	1	0	4	0	0	1	2	0.5	0.25	4	0	0	1	0	agriculture	1605	1
160	95	1	0	3	0	1	0	0	0	0	3	0	0	1	0	agriculture	1605	0
160	95	1	0	3	1	0	0	1	0.333333333333333	0.222222222222222	3	0	0	1	0	agriculture	1605	0
161	95	1	0	4	1	1	1	2	0.5	0.25	4	0	0	1	0	agriculture	1605	1
161	95	1	0	4	1	0	1	2	0.5	0.25	4	0	0	1	0	agriculture	1605	1
162	78	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	6060	0
162	78	1	0	10	0	0	0	0	0	0	10	0	0	1	0	agriculture	6060	0
163	78	1	0	8	0	1	0	0	0	0	8	2	0	0	1	agriculture	6060	0
163	78	1	0	8	0	0	0	0	0	0	8	2	0	0	1	agriculture	6060	0
164	78	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	6060	0
164	78	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	6060	0
165	78	1	1	8	0	1	1	2	0.25	0.1875	8	8	1	0	0	agriculture	6060	1
165	78	1	1	8	0	0	1	1	0.125	0.109375	8	8	1	0	0	agriculture	6060	0
166	78	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	6060	0
166	78	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	agriculture	6060	0
167	78	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	6060	0
167	78	1	1	10	0	0	0	0	0	0	10	10	1	0	0	agriculture	6060	0
168	111	1	0	10	0	1	1	0	0	0	10	0	0	1	0	agriculture	6012	0
168	111	1	0	10	0	0	1	0	0	0	10	0	0	1	0	agriculture	6012	0
169	111	1	0	2	0	1	1	0	0	0	2	0	0	1	0	agriculture	6012	0
169	111	1	0	2	0	0	1	0	0	0	2	0	0	1	0	agriculture	6012	0
170	111	1	0	7	0	1	1	0	0	0	7	0	0	1	0	agriculture	6012	0
170	111	1	0	7	0	0	1	0	0	0	7	0	0	1	0	agriculture	6012	0
171	111	1	0	5	0	1	1	0	0	0	5	0	0	1	0	agriculture	6012	0
171	111	1	0	5	0	0	1	0	0	0	5	0	0	1	0	agriculture	6012	0
172	111	1	1	10	1	1	0	1	0.1	0.09	10	10	1	0	0	agriculture	6012	0
172	111	1	1	10	1	0	0	6	0.6	0.24	10	10	1	0	0	agriculture	6012	0
173	111	1	1	8	1	1	1	6	0.75	0.1875	8	8	1	0	0	agriculture	6012	0
173	111	1	1	8	1	0	1	6	0.75	0.1875	8	8	1	0	0	agriculture	6012	0
174	111	1	1	4	0	1	1	2	0.5	0.25	4	4	1	0	0	agriculture	6012	0
174	111	1	1	4	0	0	1	0	0	0	4	4	1	0	0	agriculture	6012	0
175	111	1	1	3	0	1	0	0	0	0	3	3	1	0	0	agriculture	6012	0
175	111	1	1	3	0	0	0	0	0	0	3	3	1	0	0	agriculture	6012	0
176	111	1	NA	5	0	1	1	0	0	0	5	NA	NA	NA	NA	agriculture	6012	0
176	111	1	NA	5	0	0	1	1	0.2	0.16	5	NA	NA	NA	NA	agriculture	6012	1
177	111	1	0	6	0	1	0	1	0.166666666666667	0.138888888888889	6	0	0	1	0	agriculture	6012	0
177	111	1	0	6	0	0	0	1	0.166666666666667	0.138888888888889	6	0	0	1	0	agriculture	6012	0
178	135	1	1	10	0	1	0	1	0.1	0.09	10	10	1	0	0	agriculture	1450	1
178	135	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	agriculture	1450	1
179	135	1	1	8	0	1	1	0	0	0	8	8	1	0	0	agriculture	1450	0
179	135	1	1	8	0	0	1	0	0	0	8	8	1	0	0	agriculture	1450	0
180	135	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	1450	0
180	135	1	1	10	0	0	0	1	0.1	0.09	10	10	1	0	0	agriculture	1450	0
181	135	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	1450	0
181	135	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	1450	0
182	135	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	1450	0
182	135	1	0	10	0	0	0	1	0.1	0.09	10	0	0	1	0	agriculture	1450	0
183	135	1	0	5	0	1	1	1	0.2	0.16	5	0	0	1	0	agriculture	1450	0
183	135	1	0	5	0	0	1	0	0	0	5	0	0	1	0	agriculture	1450	0
184	135	1	0	3	0	1	0	0	0	0	3	0	0	1	0	agriculture	1450	0
184	135	1	0	3	0	0	0	0	0	0	3	0	0	1	0	agriculture	1450	0
185	99	1	1	10	0	1	1	8	0.8	0.16	10	10	1	0	0	labour	1500	1
185	99	1	1	10	0	0	1	3	0.3	0.21	10	10	1	0	0	labour	1500	1
186	99	1	1	10	1	1	1	9	0.9	0.09	10	10	1	0	0	labour	1500	1
186	99	1	1	10	0	0	1	4	0.4	0.24	10	10	1	0	0	labour	1500	1
187	99	1	1	9	1	1	0	3	0.333333333333333	0.222222222222222	9	9	1	0	0	labour	1500	0
187	99	1	1	9	1	0	0	8	0.888888888888889	0.0987654320987655	9	9	1	0	0	labour	1500	1
188	99	1	0	10	0	1	1	1	0.1	0.09	10	0	0	1	0	labour	1500	0
188	99	1	0	10	0	0	1	1	0.1	0.09	10	0	0	1	0	labour	1500	0
189	99	1	0	10	0	1	0	8	0.8	0.16	10	0	0	1	0	labour	1500	1
189	99	1	0	10	1	0	0	7	0.7	0.21	10	0	0	1	0	labour	1500	1
190	99	1	0	8	0	1	1	1	0.125	0.109375	8	0	0	1	0	labour	1500	0
190	99	1	0	8	1	0	1	1	0.125	0.109375	8	0	0	1	0	labour	1500	0
191	113	1	0	5	0	1	1	0	0	0	5	0	0	1	0	agriculture	3092	0
191	113	1	0	5	0	0	1	0	0	0	5	0	0	1	0	agriculture	3092	0
192	113	1	0	10	0	1	0	2	0.2	0.16	10	0	0	1	0	agriculture	3092	1
192	113	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	3092	1
193	113	1	0	10	0	1	1	1	0.1	0.09	10	0	0	1	0	agriculture	3092	0
193	113	1	0	10	0	0	1	1	0.1	0.09	10	0	0	1	0	agriculture	3092	0
194	113	1	1	8	0	1	1	0	0	0	8	8	1	0	0	agriculture	3092	0
194	113	1	1	8	0	0	1	1	0.125	0.109375	8	8	1	0	0	agriculture	3092	0
195	113	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	3092	0
195	113	1	1	10	0	0	1	4	0.4	0.24	10	10	1	0	0	agriculture	3092	0
196	113	1	1	10	0	1	0	2	0.2	0.16	10	10	1	0	0	agriculture	3092	0
196	113	1	1	10	0	0	0	4	0.4	0.24	10	10	1	0	0	agriculture	3092	0
197	115	1	0	4	1	1	0	2	0.5	0.25	4	0	0	1	0	agriculture	2748	1
197	115	1	0	4	1	0	0	2	0.5	0.25	4	0	0	1	0	agriculture	2748	1
198	115	1	0	4	0	1	1	0	0	0	4	0	0	1	0	agriculture	2748	0
198	115	1	0	4	0	0	1	1	0.25	0.1875	4	0	0	1	0	agriculture	2748	0
199	115	1	0	9	0	1	0	3	0.333333333333333	0.222222222222222	9	0	0	1	0	agriculture	2748	0
199	115	1	0	9	0	0	0	3	0.333333333333333	0.222222222222222	9	0	0	1	0	agriculture	2748	0
200	115	1	0	7	0	1	0	2	0.285714285714286	0.204081632653061	7	0	0	1	0	agriculture	2748	1
200	115	1	0	7	1	0	0	4	0.571428571428571	0.244897959183673	7	0	0	1	0	agriculture	2748	1
201	115	1	1	6	0	1	0	0	0	0	6	6	1	0	0	agriculture	2748	0
201	115	1	1	6	0	0	0	2	0.333333333333333	0.222222222222222	6	6	1	0	0	agriculture	2748	0
202	115	1	1	10	0	1	0	1	0.1	0.09	10	10	1	0	0	agriculture	2748	0
202	115	1	1	10	1	0	0	5	0.5	0.25	10	10	1	0	0	agriculture	2748	0
203	115	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	2748	0
203	115	1	1	10	0	0	0	2	0.2	0.16	10	10	1	0	0	agriculture	2748	0
204	115	1	1	4	0	1	1	2	0.5	0.25	4	4	1	0	0	agriculture	2748	0
204	115	1	1	4	0	0	1	0	0	0	4	4	1	0	0	agriculture	2748	0
205	67	1	1	10	0	1	0	0	0	0	10	10	1	0	0	trade	3293	0
205	67	1	1	10	0	0	0	0	0	0	10	10	1	0	0	trade	3293	0
206	67	1	1	7	0	1	0	0	0	0	7	7	1	0	0	trade	3293	0
206	67	1	1	7	0	0	0	0	0	0	7	7	1	0	0	trade	3293	0
207	67	1	1	7	0	1	0	0	0	0	7	7	1	0	0	trade	3293	0
207	67	1	1	7	0	0	0	0	0	0	7	7	1	0	0	trade	3293	0
208	67	1	1	5	0	1	1	0	0	0	5	5	1	0	0	trade	3293	0
208	67	1	1	5	0	0	1	0	0	0	5	5	1	0	0	trade	3293	0
209	67	1	0	10	0	1	0	3	0.3	0.21	10	0	0	1	0	trade	3293	1
209	67	1	0	10	0	0	0	4	0.4	0.24	10	0	0	1	0	trade	3293	1
210	67	1	0	10	0	1	1	0	0	0	10	0	0	1	0	trade	3293	0
210	67	1	0	10	0	0	1	0	0	0	10	0	0	1	0	trade	3293	0
211	67	1	0	3	1	1	1	2	0.666666666666667	0.222222222222222	3	0	0	1	0	trade	3293	0
211	67	1	0	3	1	0	1	1	0.333333333333333	0.222222222222222	3	0	0	1	0	trade	3293	0
212	67	1	0	4	0	1	0	0	0	0	4	0	0	1	0	trade	3293	0
212	67	1	0	4	0	0	0	2	0.5	0.25	4	0	0	1	0	trade	3293	1
213	67	1	0	3	0	1	0	0	0	0	3	0	0	1	0	trade	3293	0
213	67	1	0	3	0	0	0	0	0	0	3	0	0	1	0	trade	3293	0
214	87	1	1	10	1	1	1	8	0.8	0.16	10	10	1	0	0	agriculture	2164	1
214	87	1	1	10	0	0	1	5	0.5	0.25	10	10	1	0	0	agriculture	2164	1
215	87	1	1	9	0	1	0	2	0.222222222222222	0.172839506172839	9	9	1	0	0	agriculture	2164	0
215	87	1	1	9	0	0	0	4	0.444444444444444	0.246913580246914	9	9	1	0	0	agriculture	2164	0
216	87	1	1	7	0	1	0	1	0.142857142857143	0.122448979591837	7	7	1	0	0	agriculture	2164	0
216	87	1	1	7	1	0	0	4	0.571428571428571	0.244897959183673	7	7	1	0	0	agriculture	2164	0
217	87	1	1	2	0	1	1	0	0	0	2	2	1	0	0	agriculture	2164	0
217	87	1	1	2	1	0	1	1	0.5	0.25	2	2	1	0	0	agriculture	2164	0
218	87	1	0	10	0	1	1	0	0	0	10	0	0	1	0	agriculture	2164	0
218	87	1	0	10	0	0	1	4	0.4	0.24	10	0	0	1	0	agriculture	2164	0
219	87	1	0	7	0	1	1	0	0	0	7	0	0	1	0	agriculture	2164	0
219	87	1	0	7	0	0	1	1	0.142857142857143	0.122448979591837	7	0	0	1	0	agriculture	2164	0
220	87	1	0	8	0	1	0	0	0	0	8	0	0	1	0	agriculture	2164	0
220	87	1	0	8	0	0	0	3	0.375	0.234375	8	0	0	1	0	agriculture	2164	1
221	60	1	0	10	0	1	1	1	0.1	0.09	10	0	0	1	0	agriculture	5602	0
221	60	1	0	10	0	0	1	0	0	0	10	0	0	1	0	agriculture	5602	0
222	60	1	0	7	0	1	1	0	0	0	7	0	0	1	0	agriculture	5602	0
222	60	1	0	7	0	0	1	0	0	0	7	0	0	1	0	agriculture	5602	0
223	60	1	1	6	0	1	0	0	0	0	6	6	1	0	0	agriculture	5602	0
223	60	1	1	6	0	0	0	1	0.166666666666667	0.138888888888889	6	6	1	0	0	agriculture	5602	0
224	60	1	0	4	0	1	0	0	0	0	4	0	0	1	0	agriculture	5602	0
224	60	1	0	4	0	0	0	0	0	0	4	0	0	1	0	agriculture	5602	0
225	60	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	5602	0
225	60	1	1	10	0	0	0	1	0.1	0.09	10	10	1	0	0	agriculture	5602	0
226	60	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	5602	0
226	60	1	1	10	0	0	0	0	0	0	10	10	1	0	0	agriculture	5602	0
227	60	1	1	9	0	1	1	0	0	0	9	9	1	0	0	agriculture	5602	0
227	60	1	1	9	0	0	1	0	0	0	9	9	1	0	0	agriculture	5602	0
228	140	1	1	10	1	1	1	7	0.7	0.21	10	10	1	0	0	livestockTrade	1639	1
228	140	1	1	10	0	0	1	5	0.5	0.25	10	10	1	0	0	livestockTrade	1639	1
229	140	1	1	10	0	1	0	5	0.5	0.25	10	10	1	0	0	livestockTrade	1639	1
229	140	1	1	10	0	0	0	7	0.7	0.21	10	10	1	0	0	livestockTrade	1639	1
230	140	1	1	10	0	1	0	3	0.3	0.21	10	10	1	0	0	livestockTrade	1639	0
230	140	1	1	10	0	0	0	4	0.4	0.24	10	10	1	0	0	livestockTrade	1639	0
231	140	1	0	10	0	1	0	2	0.2	0.16	10	0	0	1	0	livestockTrade	1639	1
231	140	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	livestockTrade	1639	1
232	140	1	0	10	0	1	1	1	0.1	0.09	10	0	0	1	0	livestockTrade	1639	0
232	140	1	0	10	0	0	1	4	0.4	0.24	10	0	0	1	0	livestockTrade	1639	0
233	140	1	0	10	0	1	1	1	0.1	0.09	10	0	0	1	0	livestockTrade	1639	1
233	140	1	0	10	0	0	1	2	0.2	0.16	10	0	0	1	0	livestockTrade	1639	0
234	79	1	0	6	0	1	1	0	0	0	6	0	0	1	0	agriculture	4000	0
234	79	1	0	6	0	0	1	1	0.166666666666667	0.138888888888889	6	0	0	1	0	agriculture	4000	0
235	79	1	0	10	1	1	0	2	0.2	0.16	10	0	0	1	0	agriculture	4000	0
235	79	1	0	10	1	0	0	3	0.3	0.21	10	0	0	1	0	agriculture	4000	0
236	79	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	4000	0
236	79	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	4000	1
237	79	1	0	10	0	1	1	0	0	0	10	0	0	1	0	agriculture	4000	0
237	79	1	0	10	0	0	1	1	0.1	0.09	10	0	0	1	0	agriculture	4000	0
238	79	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	4000	0
238	79	1	1	10	0	0	0	1	0.1	0.09	10	10	1	0	0	agriculture	4000	0
239	79	1	1	6	0	1	0	0	0	0	6	6	1	0	0	agriculture	4000	0
239	79	1	1	6	0	0	0	2	0.333333333333333	0.222222222222222	6	6	1	0	0	agriculture	4000	1
240	56	1	1	10	0	1	0	1	0.1	0.09	10	10	1	0	0	livestock	3240	0
240	56	1	1	10	0	0	0	5	0.5	0.25	10	10	1	0	0	livestock	3240	0
241	56	1	1	10	1	1	1	5	0.5	0.25	10	10	1	0	0	livestock	3240	1
241	56	1	1	10	0	0	1	2	0.2	0.16	10	10	1	0	0	livestock	3240	1
242	56	1	1	10	0	1	0	5	0.5	0.25	10	10	1	0	0	livestock	3240	1
242	56	1	1	10	1	0	0	6	0.6	0.24	10	10	1	0	0	livestock	3240	1
243	56	1	0	10	0	1	0	4	0.4	0.24	10	0	0	1	0	livestock	3240	0
243	56	1	0	10	1	0	0	7	0.7	0.21	10	0	0	1	0	livestock	3240	0
244	56	1	0	10	0	1	0	1	0.1	0.09	10	0	0	1	0	livestock	3240	1
244	56	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	livestock	3240	1
245	56	1	0	5	0	1	1	1	0.2	0.16	5	0	0	1	0	livestock	3240	0
245	56	1	0	5	0	0	1	1	0.2	0.16	5	0	0	1	0	livestock	3240	0
246	55	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	1919	0
246	55	1	0	10	0	0	0	3	0.3	0.21	10	0	0	1	0	agriculture	1919	1
247	55	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	1919	0
247	55	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	1919	0
248	55	1	0	10	0	1	1	0	0	0	10	0	0	1	0	agriculture	1919	0
248	55	1	0	10	0	0	1	0	0	0	10	0	0	1	0	agriculture	1919	0
249	55	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	1919	0
249	55	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	1919	0
250	55	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	1919	0
250	55	1	1	10	0	0	0	0	0	0	10	10	1	0	0	agriculture	1919	0
251	55	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	1919	0
251	55	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	1919	0
252	118	1	0	10	0	1	0	1	0.1	0.09	10	0	0	1	0	trade	1922	0
252	118	1	0	10	0	0	0	1	0.1	0.09	10	0	0	1	0	trade	1922	0
253	118	1	0	10	0	1	0	3	0.3	0.21	10	0	0	1	0	trade	1922	0
253	118	1	0	10	0	0	0	4	0.4	0.24	10	0	0	1	0	trade	1922	0
254	118	1	0	7	0	1	0	1	0.142857142857143	0.122448979591837	7	0	0	1	0	trade	1922	0
254	118	1	0	7	0	0	0	1	0.142857142857143	0.122448979591837	7	0	0	1	0	trade	1922	0
255	118	1	1	10	1	1	0	5	0.5	0.25	10	10	1	0	0	trade	1922	0
255	118	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	trade	1922	1
256	118	1	1	10	0	1	0	3	0.3	0.21	10	10	1	0	0	trade	1922	1
256	118	1	1	10	0	0	0	4	0.4	0.24	10	10	1	0	0	trade	1922	1
257	118	1	1	10	0	1	1	7	0.7	0.21	10	10	1	0	0	trade	1922	1
257	118	1	1	10	0	0	1	6	0.6	0.24	10	10	1	0	0	trade	1922	1
259	97	1	0	10	0	1	0	3	0.3	0.21	10	0	0	1	0	agriculture	3506	1
259	97	1	0	10	0	0	0	4	0.4	0.24	10	0	0	1	0	agriculture	3506	1
260	97	1	0	10	0	1	0	3	0.3	0.21	10	0	0	1	0	agriculture	3506	0
260	97	1	0	10	0	0	0	3	0.3	0.21	10	0	0	1	0	agriculture	3506	0
261	97	1	0	10	0	1	0	3	0.3	0.21	10	0	0	1	0	agriculture	3506	0
261	97	1	0	10	0	0	0	4	0.4	0.24	10	0	0	1	0	agriculture	3506	0
262	97	1	1	5	0	1	0	1	0.2	0.16	5	5	1	0	0	agriculture	3506	0
262	97	1	1	5	0	0	0	2	0.4	0.24	5	5	1	0	0	agriculture	3506	1
263	97	1	1	4	0	1	0	0	0	0	4	4	1	0	0	agriculture	3506	0
263	97	1	1	4	0	0	0	0	0	0	4	4	1	0	0	agriculture	3506	0
264	97	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	3506	0
264	97	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	3506	0
265	97	1	1	10	1	1	0	1	0.1	0.09	10	10	1	0	0	agriculture	3506	0
265	97	1	1	10	1	0	0	1	0.1	0.09	10	10	1	0	0	agriculture	3506	0
266	90	1	1	2	0	1	0	0	0	0	2	2	1	0	0	agriculture	6191	0
266	90	1	1	2	0	0	0	0	0	0	2	2	1	0	0	agriculture	6191	0
267	90	1	1	7	0	1	0	0	0	0	7	7	1	0	0	agriculture	6191	0
267	90	1	1	7	0	0	0	0	0	0	7	7	1	0	0	agriculture	6191	0
268	90	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	6191	0
268	90	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	6191	0
269	90	1	1	10	0	1	0	1	0.1	0.09	10	10	1	0	0	agriculture	6191	0
269	90	1	1	10	0	0	0	1	0.1	0.09	10	10	1	0	0	agriculture	6191	0
270	90	1	0	10	0	1	0	2	0.2	0.16	10	0	0	1	0	agriculture	6191	0
270	90	1	0	10	0	0	0	1	0.1	0.09	10	0	0	1	0	agriculture	6191	0
271	90	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	6191	0
271	90	1	0	10	0	0	0	0	0	0	10	0	0	1	0	agriculture	6191	0
272	90	1	0	7	0	1	0	0	0	0	7	0	0	1	0	agriculture	6191	0
272	90	1	0	7	0	0	0	0	0	0	7	0	0	1	0	agriculture	6191	0
273	120	1	1	10	0	1	0	2	0.2	0.16	10	10	1	0	0	agriculture	1711	1
273	120	1	1	10	0	0	0	4	0.4	0.24	10	10	1	0	0	agriculture	1711	1
274	120	1	1	10	0	1	1	6	0.6	0.24	10	10	1	0	0	agriculture	1711	1
274	120	1	1	10	0	0	1	1	0.1	0.09	10	10	1	0	0	agriculture	1711	0
275	120	1	1	6	0	1	1	2	0.333333333333333	0.222222222222222	6	6	1	0	0	agriculture	1711	0
275	120	1	1	6	0	0	1	1	0.166666666666667	0.138888888888889	6	6	1	0	0	agriculture	1711	0
276	120	1	1	3	0	1	1	0	0	0	3	3	1	0	0	agriculture	1711	0
276	120	1	1	3	0	0	1	0	0	0	3	3	1	0	0	agriculture	1711	0
277	120	1	0	10	0	1	1	2	0.2	0.16	10	0	0	1	0	agriculture	1711	0
277	120	1	0	10	0	0	1	3	0.3	0.21	10	0	0	1	0	agriculture	1711	0
278	120	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	1711	0
278	120	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	1711	0
279	120	1	0	8	0	1	0	3	0.375	0.234375	8	0	0	1	0	agriculture	1711	1
279	120	1	0	8	0	0	0	3	0.375	0.234375	8	0	0	1	0	agriculture	1711	1
280	70	1	1	10	0	1	1	5	0.5	0.25	10	10	1	0	0	agriculture	1778	0
280	70	1	1	10	0	0	1	5	0.5	0.25	10	10	1	0	0	agriculture	1778	0
281	70	1	1	10	0	1	0	2	0.2	0.16	10	10	1	0	0	agriculture	1778	0
281	70	1	1	10	0	0	0	4	0.4	0.24	10	10	1	0	0	agriculture	1778	1
282	70	1	1	6	0	1	1	3	0.5	0.25	6	6	1	0	0	agriculture	1778	0
282	70	1	1	6	0	0	1	5	0.833333333333333	0.138888888888889	6	6	1	0	0	agriculture	1778	1
283	70	1	0	10	0	1	1	3	0.3	0.21	10	0	0	1	0	agriculture	1778	0
283	70	1	0	10	0	0	1	2	0.2	0.16	10	0	0	1	0	agriculture	1778	0
284	70	1	0	10	0	1	0	5	0.5	0.25	10	0	0	1	0	agriculture	1778	0
284	70	1	0	10	0	0	0	5	0.5	0.25	10	0	0	1	0	agriculture	1778	0
285	70	1	0	9	0	1	1	3	0.333333333333333	0.222222222222222	9	0	0	1	0	agriculture	1778	1
285	70	1	0	9	0	0	1	3	0.333333333333333	0.222222222222222	9	0	0	1	0	agriculture	1778	1
286	105	1	0	10	1	1	1	4	0.4	0.24	10	0	0	1	0	agriculture	860	1
286	105	1	0	10	1	0	1	4	0.4	0.24	10	0	0	1	0	agriculture	860	1
287	105	1	0	10	0	1	1	0	0	0	10	0	0	1	0	agriculture	860	0
287	105	1	0	10	0	0	1	0	0	0	10	0	0	1	0	agriculture	860	0
288	105	1	0	9	0	1	0	0	0	0	9	0	0	1	0	agriculture	860	0
288	105	1	0	9	0	0	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	860	0
289	105	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	860	0
289	105	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	agriculture	860	0
290	105	1	1	10	0	1	1	4	0.4	0.24	10	10	1	0	0	agriculture	860	0
290	105	1	1	10	0	0	1	3	0.3	0.21	10	10	1	0	0	agriculture	860	0
291	105	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	860	0
291	105	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	860	0
292	81	1	1	10	0	1	0	3	0.3	0.21	10	10	1	0	0	trade	1471	0
292	81	1	1	10	1	0	0	5	0.5	0.25	10	10	1	0	0	trade	1471	0
293	81	1	1	10	0	1	1	2	0.2	0.16	10	10	1	0	0	trade	1471	0
293	81	1	1	10	0	0	1	3	0.3	0.21	10	10	1	0	0	trade	1471	0
294	81	1	1	10	0	1	0	0	0	0	10	10	1	0	0	trade	1471	0
294	81	1	1	10	0	0	0	1	0.1	0.09	10	10	1	0	0	trade	1471	0
295	81	1	0	10	0	1	1	2	0.2	0.16	10	0	0	1	0	trade	1471	0
295	81	1	0	10	0	0	1	2	0.2	0.16	10	0	0	1	0	trade	1471	0
296	81	1	0	10	0	1	0	1	0.1	0.09	10	0	0	1	0	trade	1471	0
296	81	1	0	10	1	0	0	2	0.2	0.16	10	0	0	1	0	trade	1471	0
297	81	1	0	7	0	1	1	0	0	0	7	0	0	1	0	trade	1471	0
297	81	1	0	7	0	0	1	1	0.142857142857143	0.122448979591837	7	0	0	1	0	trade	1471	0
298	88	1	0	8	0	1	0	2	0.25	0.1875	8	0	0	1	0	agriculture	1496	0
298	88	1	0	8	0	0	0	2	0.25	0.1875	8	0	0	1	0	agriculture	1496	0
299	88	1	0	4	1	1	1	1	0.25	0.1875	4	0	0	1	0	agriculture	1496	0
299	88	1	0	4	1	0	1	1	0.25	0.1875	4	0	0	1	0	agriculture	1496	0
300	88	1	0	5	0	1	0	1	0.2	0.16	5	0	0	1	0	agriculture	1496	0
300	88	1	0	5	0	0	0	3	0.6	0.24	5	0	0	1	0	agriculture	1496	1
301	88	1	0	10	0	1	0	3	0.3	0.21	10	0	0	1	0	agriculture	1496	0
301	88	1	0	10	0	0	0	3	0.3	0.21	10	0	0	1	0	agriculture	1496	0
302	88	1	1	4	1	1	1	2	0.5	0.25	4	4	1	0	0	agriculture	1496	1
302	88	1	1	4	1	0	1	2	0.5	0.25	4	4	1	0	0	agriculture	1496	1
303	88	1	1	6	0	1	0	0	0	0	6	6	1	0	0	agriculture	1496	0
303	88	1	1	6	0	0	0	1	0.166666666666667	0.138888888888889	6	6	1	0	0	agriculture	1496	0
304	88	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	1496	0
304	88	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	1496	0
305	88	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	1496	0
305	88	1	1	10	0	0	0	2	0.2	0.16	10	10	1	0	0	agriculture	1496	0
306	60	1	1	10	0	1	1	2	0.2	0.16	10	10	1	0	0	agriculture	5602	0
306	60	1	1	10	0	0	1	1	0.1	0.09	10	10	1	0	0	agriculture	5602	0
